id,name,sort_order,is_deleted,status,deleted_at,inserted_at,updated_at
a48b801b-55b7-58ff-b3cc-e0e06a77f28a,Shoutout,,false,,,2022-02-09 10:56:03.000000,2022-02-09 10:56:03.000000
